date,AAPL,AIG,AMD,AMZN,AXP,BA,BAC,C,GE,HBAN,INTC,JNJ,JPM,KEY,MMM,MSFT,NTRS,PNC,STT,TROW,USB,ZION
2019-01-02,21,11,63,0,0,20,0,31,0,0,0,74,0,0,95,41,0,100,0,40,0,0
2019-01-03,21,11,63,0,0,20,0,31,0,0,0,74,0,0,95,41,0,100,0,40,0,0
2019-01-04,21,11,63,0,0,20,0,31,0,0,0,74,0,0,95,41,0,100,0,40,0,0
2019-01-07,21,11,63,0,0,20,0,31,0,0,0,74,0,0,95,41,0,100,0,40,0,0
2019-01-08,21,11,63,0,0,20,0,31,0,0,0,74,0,0,95,41,0,100,0,40,0,0
2019-01-09,21,11,63,0,0,20,0,31,0,0,0,74,0,0,95,41,0,100,0,40,0,0
2019-01-10,21,11,63,0,0,20,0,31,0,0,0,74,0,0,95,41,0,100,0,40,0,0
2019-01-11,21,11,63,0,0,20,0,31,0,0,0,74,0,0,95,41,0,100,0,40,0,0
2019-01-14,21,11,63,0,0,20,0,31,0,0,0,74,0,0,95,41,0,100,0,40,0,0
2019-01-15,21,11,63,0,0,20,0,31,0,0,0,74,0,0,95,41,0,100,0,40,0,0
2019-01-16,21,11,63,0,0,20,0,31,0,0,0,74,0,0,95,41,0,100,0,40,0,0
2019-01-17,21,11,63,0,0,20,0,31,0,0,0,74,0,0,95,41,0,100,0,40,0,0
2019-01-18,21,11,63,0,0,20,0,31,0,0,0,74,0,0,95,41,0,100,0,40,0,0
2019-01-22,21,11,63,0,0,20,0,31,0,0,0,74,0,0,95,41,0,100,0,40,0,0
2019-01-23,21,11,63,0,0,20,0,31,0,0,0,74,0,0,95,41,0,100,0,40,0,0
2019-01-24,21,11,63,0,0,20,0,31,0,0,0,74,0,0,95,41,0,100,0,40,0,0
2019-01-25,21,11,63,0,0,20,0,31,0,0,0,74,0,0,95,41,0,100,0,40,0,0
2019-01-28,21,11,63,0,0,20,0,31,0,0,0,74,0,0,95,41,0,100,0,40,0,0
2019-01-29,21,11,63,0,0,20,0,31,0,0,0,74,0,0,95,41,0,100,0,40,0,0
2019-01-30,21,11,63,0,0,20,0,31,0,0,0,74,0,0,95,41,0,100,0,40,0,0
2019-01-31,21,11,63,0,0,20,0,31,0,0,0,74,0,0,95,41,0,100,0,40,0,0
2019-02-01,21,11,63,0,0,20,0,31,0,0,0,74,0,0,95,41,0,100,0,40,0,0
2019-02-04,21,11,63,0,0,20,0,31,0,0,0,74,0,0,95,41,0,100,0,40,0,0
2019-02-05,21,11,63,0,0,20,0,31,0,0,0,74,0,0,95,41,0,100,0,40,0,0
2019-02-06,21,11,63,0,0,20,0,31,0,0,0,74,0,0,95,41,0,100,0,40,0,0
2019-02-07,21,11,63,0,0,20,0,31,0,0,0,74,0,0,95,41,0,100,0,40,0,0
2019-02-08,21,11,63,0,0,20,0,31,0,0,0,74,0,0,95,41,0,100,0,40,0,0
2019-02-11,21,11,63,0,0,20,0,31,0,0,0,74,0,0,95,41,0,100,0,40,0,0
2019-02-12,21,11,63,0,0,20,0,31,0,0,0,74,0,0,95,41,0,100,0,40,0,0
2019-02-13,21,11,63,0,0,20,0,31,0,0,0,74,0,0,95,41,0,100,0,40,0,0
2019-02-14,21,11,63,0,0,19,0,30,0,0,0,74,0,0,94,41,0,100,0,40,0,0
2019-02-15,21,11,63,0,0,19,0,30,0,0,0,74,0,0,94,41,0,100,0,40,0,0
2019-02-19,19,10,62,0,0,19,0,31,0,0,0,69,0,0,91,39,0,100,0,37,0,0
2019-02-20,-6,22,-8,0,1,-13,0,-29,17,0,0,10,0,28,-39,-1,9,-16,0,-3,0,0
2019-02-21,0,0,5,0,-1,0,0,0,-17,0,0,39,0,-23,0,0,-9,100,0,0,0,0
2019-02-22,-17,26,-31,95,38,-20,25,-49,62,23,18,-13,0,52,-84,-16,100,-84,0,-19,0,1
2019-02-25,13,23,47,-95,-38,7,-25,12,-62,-23,-18,50,0,-26,46,28,-100,100,0,32,0,-1
2019-02-26,-4,23,2,0,0,-7,0,-27,0,0,0,24,0,17,-22,5,0,15,0,5,0,0
2019-02-27,0,0,1,0,0,0,0,-6,0,0,0,0,0,-6,0,0,0,48,0,0,0,0
2019-02-28,-14,26,-26,74,30,-18,13,-45,51,16,13,-7,0,46,-75,-12,88,-69,0,-15,0,0
2019-03-01,13,26,46,-74,-30,2,-13,7,-51,-16,-13,48,0,-25,41,28,-88,100,0,31,0,0
2019-03-04,-12,25,-23,60,25,-17,7,-40,45,12,9,-3,0,44,-67,-9,71,-58,0,-10,0,0
2019-03-05,0,1,46,-60,-25,0,-7,0,-45,-12,-9,48,0,-25,41,12,-71,100,0,31,0,0
2019-03-06,-14,26,-26,74,30,-18,13,-45,51,16,13,-7,0,46,-75,-12,88,-69,0,-15,0,0
2019-03-07,13,26,46,-74,-30,2,-13,7,-51,-16,-13,48,0,-25,41,28,-88,100,0,31,0,0
2019-03-08,-16,26,-23,67,29,-16,11,-43,48,10,11,-6,0,43,-72,-10,81,-65,0,-16,0,0
2019-03-11,0,15,46,-67,-29,0,-11,0,-48,-10,-11,48,0,-25,41,28,-81,100,0,31,0,0
2019-03-12,-16,26,-23,67,29,-16,11,-43,48,10,11,-6,0,43,-72,-10,81,-65,0,-16,0,0
2019-03-13,0,2,46,-67,-29,0,-11,0,-48,-10,-11,48,0,-25,41,28,-81,100,0,31,0,0
2019-03-14,-14,26,-26,74,30,-18,13,-45,51,16,13,-7,0,46,-75,-12,87,-69,0,-15,0,0
2019-03-15,13,26,46,-74,-30,0,-13,5,-51,-16,-13,48,0,-25,41,28,-87,100,0,31,0,0
2019-03-18,-14,26,-26,74,30,-18,13,-45,51,16,13,-7,0,46,-75,-12,88,-69,0,-15,0,0
2019-03-19,13,26,46,-74,-30,0,-13,5,-51,-16,-13,48,0,-25,41,28,-88,100,0,31,0,0
2019-03-20,-16,26,-23,67,29,-16,11,-43,48,10,11,-6,0,43,-72,-10,81,-65,0,-16,0,0
2019-03-21,0,5,46,-67,-29,0,-11,0,-48,-10,-11,48,0,-25,41,28,-81,100,0,31,0,0
2019-03-22,-16,26,-23,67,29,-16,11,-43,48,10,11,-6,0,43,-72,-10,81,-65,0,-16,0,0
2019-03-25,0,2,46,-67,-29,0,-11,0,-48,-10,-11,47,0,-25,39,29,-81,100,0,34,0,0
2019-03-26,-16,26,-23,67,29,-16,11,-43,48,10,11,-6,0,43,-72,-10,81,-65,0,-16,0,0
2019-03-27,0,1,46,-67,-29,0,-11,0,-48,-10,-11,48,0,-25,41,27,-81,100,0,31,0,0
2019-03-28,-16,27,-23,64,28,-16,10,-43,45,8,10,-5,0,42,-71,-10,79,-61,0,-15,0,0
2019-03-29,0,0,46,-64,-28,0,-10,0,-45,-8,-10,48,0,-25,41,21,-79,100,0,31,0,0
2019-04-01,-16,26,-23,67,29,-16,11,-43,48,10,11,-6,0,43,-72,-10,81,-65,0,-16,0,0
2019-04-02,0,10,46,-67,-29,0,-11,0,-48,-10,-11,48,0,-25,41,28,-81,100,0,31,0,0
2019-04-03,-16,26,-23,67,29,-16,11,-43,48,10,11,-6,0,43,-72,-10,81,-65,0,-16,0,0
2019-04-04,0,3,46,-67,-29,0,-11,0,-48,-10,-11,48,0,-25,41,28,-81,100,0,31,0,0
2019-04-05,-16,26,-23,67,29,-16,11,-43,48,10,11,-6,0,43,-72,-10,81,-65,0,-16,0,0
2019-04-08,0,6,46,-67,-29,0,-11,0,-48,-10,-11,48,0,-25,41,28,-81,100,0,31,0,0
2019-04-09,-16,26,-23,67,29,-16,11,-43,48,10,11,-6,0,43,-72,-10,81,-65,0,-16,0,0
2019-04-10,0,3,46,-67,-29,0,-11,0,-48,-10,-11,47,0,-25,39,29,-81,100,0,34,0,0
2019-04-11,-16,26,-23,67,29,-16,11,-43,48,10,11,-6,0,43,-72,-10,81,-65,0,-16,0,0
2019-04-12,0,2,46,-67,-29,0,-11,0,-48,-10,-11,47,0,-25,39,25,-81,100,0,34,0,0
2019-04-15,-13,28,-26,70,30,-18,12,-45,48,13,13,-6,0,44,-75,-12,85,-65,0,-14,0,0
2019-04-16,5,26,46,-70,-30,0,-12,0,-48,-13,-13,48,0,-25,41,28,-85,100,0,31,0,0
2019-04-17,-14,26,-26,74,30,-18,13,-45,51,16,13,-7,0,46,-75,-12,88,-69,0,-15,0,0
2019-04-18,12,26,46,-74,-30,0,-13,8,-51,-16,-13,47,0,-25,39,29,-88,100,0,34,0,0
2019-04-22,-13,28,-26,70,30,-18,12,-45,48,13,13,-6,0,44,-75,-12,85,-65,0,-14,0,0
2019-04-23,12,26,46,-70,-30,0,-12,5,-48,-13,-13,47,0,-25,39,29,-85,100,0,34,0,0
2019-04-24,-14,26,-26,74,30,-18,13,-45,51,16,13,-7,0,46,-75,-12,88,-69,0,-15,0,0
2019-04-25,12,26,46,-74,-30,2,-13,8,-51,-16,-13,47,0,-25,39,29,-88,100,0,34,0,0
2019-04-26,-13,28,-26,69,30,-18,12,-45,48,13,12,-6,0,44,-75,-12,85,-65,0,-14,0,0
2019-04-29,0,16,46,-69,-30,0,-12,0,-48,-13,-12,47,0,-25,39,29,-85,100,0,34,0,0
2019-04-30,-19,27,-32,91,38,-21,18,-49,61,23,17,-12,0,53,-86,-19,100,-84,0,-21,0,1
2019-05-01,13,26,46,-91,-38,4,-18,7,-61,-23,-17,48,0,-25,41,28,-100,100,0,31,0,-1
2019-05-02,-2,0,1,0,0,-2,0,-7,0,0,0,13,0,0,-5,0,0,43,0,0,0,0
2019-05-03,-19,27,-32,91,38,-21,18,0,61,23,17,-12,0,53,-86,-19,100,-84,0,-21,0,1
2019-05-06,10,25,39,-91,-38,0,-18,3,-60,-23,-17,43,0,-16,27,24,-100,100,0,31,0,-1
2019-05-07,0,0,4,0,0,0,0,-3,-1,0,0,0,0,-8,0,0,0,58,0,0,0,0
2019-05-08,-17,28,-29,77,33,-19,12,0,53,16,14,-8,0,48,-80,-16,95,-72,0,-17,0,0
2019-05-09,6,23,34,-77,-33,-1,-12,0,-53,-16,-14,40,0,-10,18,21,-95,93,0,27,0,0
2019-05-10,0,0,0,0,0,-1,0,0,0,0,0,0,0,-4,0,0,0,52,0,0,0,0
2019-05-13,-16,28,-28,74,32,-19,10,0,51,15,13,-7,0,47,-78,-16,92,-70,0,-16,0,0
2019-05-14,6,23,34,-74,-32,-1,-10,0,-51,-15,-13,40,0,-10,18,21,-92,93,0,27,0,0
2019-05-15,-1,26,9,0,0,-6,0,0,0,0,0,23,0,12,-17,1,0,31,0,11,0,0
2019-05-16,-16,28,-28,74,32,-19,10,0,51,15,13,-7,0,47,-78,-16,92,-70,0,-16,0,0
2019-05-17,6,23,34,-74,-32,-1,-10,0,-51,-15,-13,40,0,-10,18,20,-92,92,0,27,0,0
2019-05-20,-2,23,4,0,0,-4,0,0,0,0,0,15,0,1,-11,0,0,38,0,0,0,0
2019-05-21,-19,27,-32,91,38,-21,18,0,61,23,17,-12,0,53,-86,-19,100,-84,0,-21,0,1
2019-05-22,6,23,34,-91,-38,-1,-18,0,-55,-23,-17,40,0,-10,18,21,-100,93,0,27,0,-1
2019-05-23,0,0,2,0,0,-1,0,0,-6,0,0,0,0,-10,0,0,0,82,0,0,0,0
2019-05-24,-16,28,-28,74,32,-19,10,0,51,15,13,-7,0,47,-78,-16,92,-70,0,-16,0,0
2019-05-28,6,23,34,-74,-32,-1,-10,0,-51,-15,-13,40,0,-10,18,21,-92,93,0,27,0,0
2019-05-29,-4,22,0,0,0,-3,0,0,0,0,0,21,0,1,-13,0,0,30,0,2,0,0
2019-05-30,-19,28,-26,69,31,-18,9,0,49,10,11,-6,0,45,-76,-14,87,-68,0,-18,0,0
2019-05-31,6,23,34,-69,-31,-1,-9,0,-49,-10,-11,40,0,-10,18,21,-87,93,0,27,0,0
2019-06-03,-12,30,-7,0,8,-12,0,0,17,0,0,6,0,32,-50,0,14,-20,0,0,0,0
2019-06-04,0,0,2,0,-8,-1,0,0,-17,0,0,30,0,-10,0,0,-14,93,0,0,0,0
2019-06-05,-19,27,-32,91,38,-21,18,0,61,23,17,-12,0,53,-86,-19,100,-84,0,-21,0,1
2019-06-06,6,23,34,-91,-38,-1,-18,0,-55,-23,-17,40,0,-10,18,21,-100,93,0,27,0,-1
2019-06-07,0,0,0,0,0,-1,0,0,-6,0,0,0,0,-10,0,0,0,79,0,0,0,0
2019-06-10,-18,28,-28,76,34,-20,10,0,55,16,14,-9,0,52,-82,-19,99,-76,0,-19,0,0
2019-06-11,6,23,34,-76,-34,-1,-10,0,-55,-16,-14,40,0,-10,18,21,-99,93,0,27,0,0
2019-06-12,0,0,1,0,0,0,0,0,0,0,0,0,0,-8,0,0,0,55,0,0,0,0
2019-06-13,-19,27,-32,91,38,-21,18,0,61,23,17,-12,0,53,-86,-19,100,-84,0,-21,0,1
2019-06-14,6,23,34,-91,-38,-1,-18,0,-55,-23,-17,40,0,-10,18,21,-100,93,0,27,0,-1
2019-06-17,0,0,1,0,0,-1,0,0,-6,0,0,0,0,-10,0,0,0,80,0,0,0,0
2019-06-18,-18,28,-28,76,34,-19,10,0,55,16,14,-9,0,52,-82,-19,99,-76,0,-19,0,0
2019-06-19,6,23,34,-76,-34,0,-10,0,-55,-16,-14,40,0,-10,18,21,-99,94,0,27,0,0
2019-06-20,0,0,3,0,0,0,0,0,0,0,0,0,0,-8,0,0,0,54,0,0,0,0
2019-06-21,-18,28,-28,76,34,0,10,0,55,16,14,-9,0,52,-82,-19,99,-76,0,-19,0,0
2019-06-24,-11,30,-6,-16,4,0,-10,0,13,-16,-8,8,0,28,-48,0,8,-15,0,-1,0,0
2019-06-25,6,23,36,-60,-38,0,0,0,-57,0,-6,43,0,-10,21,21,-100,97,0,28,0,0
2019-06-26,-5,24,9,0,0,0,0,0,-11,0,0,17,0,15,-24,6,-7,19,0,7,0,0
2019-06-27,-15,28,-15,15,18,0,0,0,31,0,0,2,0,43,-62,-7,43,-41,0,-6,0,0
2019-06-28,0,0,3,-15,-18,0,0,0,-31,0,0,40,0,-10,0,0,-43,97,0,0,0,0
2019-07-01,-21,24,-35,100,44,0,22,0,67,33,20,-15,0,58,-90,-22,100,-97,0,-25,0,2
2019-07-02,-4,27,1,-49,-4,0,-22,0,0,-33,-14,15,0,23,-33,1,-20,4,0,3,0,-2
2019-07-03,10,25,42,-51,-40,0,0,5,-63,0,-6,45,0,-17,31,26,-80,100,0,32,0,0
2019-07-05,-15,29,-20,42,22,0,0,-5,40,0,6,0,0,46,-70,-11,66,-55,0,-11,0,0
2019-07-08,0,20,28,-42,-22,0,0,0,-44,0,-6,36,0,-5,4,17,-66,76,0,24,0,0
2019-07-09,-19,26,-30,88,37,0,11,0,58,25,17,-11,0,55,-83,-19,100,-85,0,-22,0,0
2019-07-10,-14,32,-9,-7,8,0,-11,0,18,-25,-7,7,0,34,-56,-2,20,-24,0,-2,0,0
2019-07-11,6,23,36,-81,-45,0,0,0,-57,0,-10,43,0,-10,20,21,-100,97,0,28,0,0
2019-07-12,0,0,0,0,0,0,0,0,-19,0,0,0,0,-10,0,0,-20,78,0,0,0,0
2019-07-15,-19,23,-30,95,41,0,21,0,61,26,19,-15,0,54,-82,-21,100,-89,0,-22,0,0
2019-07-16,-14,32,-9,-7,8,0,-19,0,18,-26,-7,7,0,34,-56,-2,20,-24,0,-2,0,0
2019-07-17,6,23,36,-88,-47,0,-2,0,-57,0,-12,43,0,-10,21,21,-100,97,0,28,0,0
2019-07-18,0,0,2,0,-2,0,0,0,-22,0,0,0,0,-10,0,0,-20,97,0,0,0,0
2019-07-19,-20,26,-33,100,41,0,18,0,64,31,20,-13,0,56,-88,-20,100,-92,0,-24,0,1
2019-07-22,-14,32,-9,-7,8,0,-18,0,18,-27,-7,7,0,34,-56,-2,20,-24,0,-2,0,-1
2019-07-23,10,25,40,-93,-49,0,0,3,-61,-4,-13,45,0,-14,27,24,-100,100,0,31,0,0
2019-07-24,0,0,0,0,0,0,0,-3,-21,0,0,0,0,-10,0,0,-20,90,0,0,0,0
2019-07-25,-20,22,-34,100,45,0,28,0,67,34,22,-17,0,56,-86,-23,100,-97,0,-25,0,2
2019-07-26,-12,30,-7,-14,5,0,-21,0,15,-30,-8,8,0,30,-50,0,12,-17,0,-1,0,-2
2019-07-29,7,23,36,-86,-47,0,-7,0,-57,-4,-14,43,0,-10,21,22,-100,98,0,28,0,0
2019-07-30,0,0,3,0,-3,0,0,0,-25,0,0,0,0,-10,0,0,-12,94,0,0,0,0
2019-07-31,-20,26,-33,100,41,0,18,0,64,31,20,-13,0,56,-88,-20,100,-92,0,-24,0,1
2019-08-01,-13,30,-8,-12,7,0,-18,0,18,-28,-8,8,0,33,-55,-4,18,-21,0,-4,0,-1
2019-08-02,6,23,36,-88,-47,0,0,0,-57,-3,-12,43,0,-10,21,21,-100,97,0,28,0,0
2019-08-05,0,0,4,0,-1,0,0,0,-25,0,0,10,0,-10,0,0,-18,97,0,0,0,0
2019-08-06,-20,26,-33,100,41,0,18,0,64,31,20,-13,0,56,-88,-20,100,-92,0,-24,0,1
2019-08-07,-10,29,0,-42,-2,0,-18,0,1,-31,-14,13,0,23,-41,1,-9,1,0,2,0,-1
2019-08-08,8,22,37,-58,-39,1,0,1,-62,0,-6,46,0,-13,25,23,-91,100,0,30,0,0
2019-08-09,-11,30,0,0,0,-1,0,-1,2,0,0,12,0,24,-42,2,0,0,0,4,0,0
2019-08-12,-1,25,2,0,0,0,0,0,-5,0,0,8,0,0,-8,0,0,46,0,0,0,0
2019-08-13,-19,26,-30,88,37,0,11,0,58,25,17,-11,0,55,-83,-19,100,-85,0,-22,0,0
2019-08-14,-10,29,0,-42,-2,0,-11,0,1,-25,-14,13,0,23,-41,1,-9,1,0,2,0,0
2019-08-15,6,23,36,-46,-35,0,0,0,-57,0,-3,43,0,-10,21,21,-91,97,0,28,0,0
2019-08-16,-9,30,-1,0,0,0,0,0,5,0,0,13,0,27,-43,0,0,-3,0,1,0,0
2019-08-19,-1,25,3,0,0,0,0,0,-7,0,0,8,0,0,-8,0,0,46,0,0,0,0
2019-08-20,-22,27,-30,95,39,0,12,0,62,27,16,-11,0,58,-87,-18,100,-92,0,-24,0,0
2019-08-21,-10,27,2,-51,-3,0,-12,0,0,-27,-16,14,0,23,-38,2,-16,4,0,4,0,0
2019-08-22,7,23,36,-44,-36,1,0,0,-60,0,0,44,0,-12,24,21,-84,100,0,27,0,0
2019-08-23,-9,27,-4,0,4,-1,0,0,13,0,0,11,0,33,-46,-1,6,-14,0,-2,0,0
2019-08-26,0,0,2,0,-4,0,0,0,-15,0,0,0,0,-6,0,0,-6,75,0,0,0,0
2019-08-27,-2,27,-27,84,37,0,7,0,59,21,13,-9,0,59,-84,-17,100,-90,0,-25,0,0
2019-08-28,0,27,2,-51,-3,0,-7,0,0,-21,-13,14,0,23,-30,2,-16,4,0,4,0,0
2019-08-29,2,23,36,-33,-34,0,0,0,-57,0,0,43,0,-10,18,21,-84,97,0,28,0,0
2019-08-30,-2,0,-27,90,10,0,0,0,61,3,0,-13,0,58,-18,-18,100,-94,0,-26,0,0
2019-09-03,0,0,-30,96,0,0,0,0,44,1,0,-13,0,0,0,-19,100,-96,0,-26,0,0
2019-09-04,0,0,-30,86,0,0,0,0,31,0,0,-8,0,2,0,-17,100,-91,0,-25,0,0
2019-09-05,0,0,-31,93,0,0,0,0,42,0,0,-14,0,2,0,-21,100,-92,0,-24,0,0
